site_name,site_address,site_city,site_state,site_zip,latitude,longitude,site_type
ACCESS Addison Family Health Center,1111 W Lake St,Addison,IL,60101-1101,41.94369906,-88.01603986,FQHC
LCHC at Breakthrough Women's Center,3330 W Carroll Ave,Chicago,IL,60624-2034,41.8875055,-87.709976,FQHC
Central Alton Health Center,2615 Edwards St Ste 171,Alton,IL,62002-3915,38.90113247,-90.14734082,FQHC
Aunt Martha's Health Center West Joliet,333 Madison St Ste 150,Joliet,IL,60435-8200,41.52787701,-88.13464747,FQHC
Parrish Elementary School Health Center,121 N Parrish Ln Rm 123,Carbondale,IL,62901-2024,37.72559282,-89.25063661,FQHC
ACCESS Des Plaines Valley Health Center,7450 W 63rd St,Summit Argo,IL,60501-1816,41.77717149,-87.80789364,FQHC
Rea Clinic - Du Quoin,1564 S Washington St,Du Quoin,IL,62832-3849,37.98515838,-89.23357678,FQHC
ACCESS Hawthorne Family Health Center,3040 S Cicero Ave,Cicero,IL,60804-3638,41.8369249,-87.7437919,FQHC
Erie Helping Hands Health Center,4747 N Kedzie Ave,Chicago,IL,60625-4420,41.96805001,-87.70843247,FQHC
Heartland Health Center - Albany Park,3737 W Lawrence Ave,Chicago,IL,60625-5746,41.9682762,-87.7222,FQHC
ALIVIO MEDICAL CENTER,966 W 21st St,Chicago,IL,60608-4511,41.85390991,-87.65098626,FQHC
FAMILY CHRISTIAN HEALTH CENTER,31 W 155th St,Harvey,IL,60426-3556,41.60818668,-87.65797653,FQHC
Asian Human Services Skokie Clinic,8800 Lockwood Ave,Skokie,IL,60077-1500,42.04108686,-87.75928053,FQHC
South Suburban Homeless Outreach Center,15420 Dixie Hwy Unit G,Harvey,IL,60426-3479,41.60839805,-87.67058336,FQHC
Community Health Fairs,233 W Joe Orr Rd Bldg North,Chicago Heights,IL,60411-1744,41.52059418,-87.65242769,FQHC
MT VERNON COMMUNITY HLTH CENTER,2920 Veterans Memorial Dr,Mount Vernon,IL,62864-5924,38.2998675,-88.92760996,FQHC
Hamdard-Chicago,1542 W Devon Ave,Chicago,IL,60660-1344,41.99812189,-87.66969877,FQHC
Carlinville Community Unit School District #1,829 W Main St,Carlinville,IL,62626-1261,39.27969249,-89.89319799,FQHC
Crusader Community Health-South Beloit High School,245 Prairie Hill Rd,South Beloit,IL,61080-2579,42.47065659,-89.04474869,FQHC
Friend Family Health Center - Cottage Grove,800 E 55th St,Chicago,IL,60615-4906,41.79498639,-87.60567729,FQHC
Heartland Community Health Clinic DBA: Heartland Health Services - Sheridan,2116 N Sheridan Rd Rm 104,Peoria,IL,61604-3457,40.71322935,-89.60341981,FQHC
PCC COMMUNITY WELLNESS CENTER,14 Lake St,Oak Park,IL,60302-2606,41.88806335,-87.77549566,FQHC
LCHC at Walls Memorial,200 S Sacramento Blvd,Chicago,IL,60612-2716,41.87827111,-87.70115706,FQHC
University of Illinois Mile Square Health Center - IMD,1220 S Wood St,Chicago,IL,60608-1202,41.86608638,-87.67135476,FQHC
Hazel Crest Community Health Center,17850 Kedzie Ave Ste 1150,Hazel Crest,IL,60429-2095,41.56540698,-87.69677601,FQHC
Howard Brown Health 55th Street,5500 S Lake Park Ave Fl 1,Chicago,IL,60637-1917,41.79515457,-87.58759778,FQHC
ACCESS Melrose Park Official COVID-19 Site,8323 W North Ave,Melrose Park,IL,60160-1605,41.90564398,-87.83183998,FQHC
ACCESS Pilsen Family Health Center,1817 S Loomis St,Chicago,IL,60608-3018,41.85745607,-87.6612276,FQHC
Chicago Family Health Center - CVCA,2100 E 87th St,Chicago,IL,60617-3011,41.73714082,-87.57251605,FQHC
ACCESS Evanston Family Health Center,1723 Howard St,Evanston,IL,60202-3735,42.01940086,-87.69756893,FQHC
Erie Westside Health Center at Laura S. Ward Elementary,646 N Lawndale Ave,Chicago,IL,60624-1254,41.89323591,-87.71869359,FQHC
Crossing Healthcare at Decatur Memorial Hospital,2300 N Edward St,Decatur,IL,62526-4163,39.86673699,-88.95943614,FQHC
WINDSOR HEALTH CTR,100 N 8th St Ste 256,East Saint Louis,IL,62201-2989,38.62273795,-90.15695319,FQHC
ACCESS Ashland Family Health Center,5159 S Ashland Ave,Chicago,IL,60609-4931,41.79976302,-87.6646698,FQHC
ACCESS Brandon Family Health Center,2822 E 83rd St,Chicago,IL,60617-2105,41.74467179,-87.55541149,FQHC
LCHC at Homan Square,3517 W Arthington St Side West,Chicago,IL,60624-4165,41.86995488,-87.71326606,FQHC
ACCESS Genesis Center for Health and Empowerment,1 N Broadway St,Des Plaines,IL,60016-2335,42.05192181,-87.90931517,FQHC
Heartland Health Center - C4 - Broadway,5710 N Broadway St,Chicago,IL,60660-4302,41.9859717,-87.66017358,FQHC
University of Illinois Medical Center - Mile Square Health Center at South Shore,7037 S Stony Island Ave,Chicago,IL,60649-1905,41.7668431,-87.58591411,FQHC
Mile Square Englewood STEM-Cook Satellite,8150 S Bishop St,Chicago,IL,60620-3854,41.74520128,-87.65967611,FQHC
ACCESS Grand Boulevard Health and Specialty Center,5401 S Wentworth Ave Spc 5,Chicago,IL,60609-6300,41.79621765,-87.63052729,FQHC
LCHC at Garfield Park FamilyPlex,3219 W Carroll Ave Fl 1,Chicago,IL,60624-2031,41.88748932,-87.70724869,FQHC
WAYSIDE CROSS MINISTRIES,215 E New York St,Aurora,IL,60505-3400,41.75740822,-88.31068789,FQHC
Chicago Family Health Center- Chicago Lawn,3223 W 63rd St,Chicago,IL,60629-3333,41.77888319,-87.70393672,FQHC
Association for Individual Development - Bowes Road,1135 Bowes Rd,Elgin,IL,60123-5541,42.00827598,-88.30560636,FQHC
Belvidere Medical Building,2400 Belvidere Rd,Waukegan,IL,60085-6165,42.35164148,-87.86257584,FQHC
"Shawnee Health Care, Carbondale",400 S Lewis Ln,Carbondale,IL,62901-3547,37.72340466,-89.19941713,FQHC
ACCESS Northwest Family Health Center,1120 N Arlington Heights Rd,Arlington Heights,IL,60004-4767,42.09643198,-87.98171797,FQHC
VNA Health Center - Elgin Wing,620 Wing St,Elgin,IL,60123-2800,42.04523716,-88.29469404,FQHC
Aunt Martha's Rockford Community Health Center,1401 E State St Ste 3000,Rockford,IL,61104-2315,42.26523098,-89.07407902,FQHC
SIU Center for Family Medicine-Integrated Wellness Clinic,710 N 8th St,Springfield,IL,62702-6324,39.80893005,-89.64478688,FQHC
Reavis School Based Health Center,834 E 50th St,Chicago,IL,60615-2620,41.80411185,-87.60473399,FQHC
ACCESS Kedzie Family Health Center,3229 W 47th Pl,Chicago,IL,60632-3011,41.80677457,-87.70497996,FQHC
Watseka Community Health Center,200 E Walnut St,Watseka,IL,60970-1356,40.77636568,-87.73266424,FQHC
Eagle View Community Health System - Stronghurst Location,101 S Division St,Stronghurst,IL,61480-5033,40.7448384,-90.90953684,FQHC
ACCESS Cabrini Family Health Center,3450 S Archer Ave,Chicago,IL,60608-6837,41.83112685,-87.67649356,FQHC
LCHC at Archer Avenue,5122 S Archer Ave,Chicago,IL,60632-4508,41.80064321,-87.73032491,FQHC
"UNIVERSITY OF ILLINOIS MEDICAL CENTER, MILE SQUARE HEALTH CENTER -Hope Health and Wellness Center",1628 W Washington Blvd,Chicago,IL,60612-2613,41.88335906,-87.66787508,FQHC
Temporary Site -  FH- Auburn Gresham,1156 W 79th St,Chicago,IL,60620-3029,41.75051276,-87.65352907,FQHC
ACCESS Madison Family Health Center,3800 W Madison St,Chicago,IL,60624-2312,41.8808656,-87.72082824,FQHC
VNA Health Center - Bolingbrook,396 Remington Blvd Ste 230,Bolingbrook,IL,60440-4304,41.67971577,-88.08347268,FQHC
CHESI Marion Centre Clinic,3111 Williamson County Pkwy,Marion,IL,62959-5235,37.75125278,-88.98006533,FQHC
LCHC at 3745,3745 W Ogden Ave,Chicago,IL,60623-2427,41.85291975,-87.71917505,FQHC
Beloved Community Family Wellness Center Robbins,3518 W 139th St Fl 2,Robbins,IL,60472-2002,41.64041856,-87.70673941,FQHC
PrimeCare Northwest,1649 N Pulaski Rd,Chicago,IL,60639-5207,41.9114018,-87.72635314,FQHC
Benito Juarez Community Academy,1450 W Cermak Rd,Chicago,IL,60608-4408,41.85247449,-87.66307206,FQHC
LCHC at the Gallery,3824 W Ogden Ave Fl 1,Chicago,IL,60623-2458,41.85264617,-87.72083727,FQHC
NORTH CHICAGO Health Center,2215 14th St,North Chicago,IL,60064-1618,42.33333482,-87.85820677,FQHC
Esperanza Little Village,3059 W 26th St,Chicago,IL,60623-4131,41.84454254,-87.70178797,FQHC
FFHC-Woodlawn,1522 E 63rd St,Chicago,IL,60637-2921,41.78061318,-87.58829683,FQHC
Cass County Community Health Clinic - Beardstown,8590 Saint Lukes Dr,Beardstown,IL,62618-8398,40.00067258,-90.42548707,FQHC
IMAN-Main Site,2744 W 63rd St,Chicago,IL,60629-2343,41.77920688,-87.69273585,FQHC
Beloved Community Family Wellness Center,6821 S Halsted St,Chicago,IL,60621-1833,41.76994507,-87.64450914,FQHC
LCHC at Breaking Bread,1111 N Wells St,Chicago,IL,60610-7635,41.90262,-87.63439311,FQHC
Temporary Site - Promise Healthcare COVID-19 Clinic,805 Bloomington Rd,Champaign,IL,61820-2101,40.1310867,-88.25553161,FQHC
"Asian Human Services Family Health Center, Inc.",2424 W Peterson Ave,Chicago,IL,60659-4100,41.99052751,-87.690678,FQHC
SIHF Weber Medical Clinic,1200 N East St,Olney,IL,62450-2432,38.74741989,-88.0759148,FQHC
Macoupin County Public Health Clinic Site,1115 Morgan St,Carlinville,IL,62626-1438,39.28242101,-89.86879023,FQHC
Charleston Health Center,626 W Lincoln Ave,Charleston,IL,61920-2444,39.48422579,-88.19032741,FQHC
ACCESS Warren Family Health Center,2409 W Warren Blvd,Chicago,IL,60612-2115,41.88201083,-87.68667174,FQHC
Heartland Community Health Clinic DBA: Heartland Health Services - Human Service Center,228 NE Jefferson Ave,Peoria,IL,61603-3802,40.69416481,-89.58834952,FQHC
ACCESS Hawthorne Official COVID-19 Site,3044 S Cicero Ave,Cicero,IL,60804-3638,41.83691105,-87.74379111,FQHC
LCHC at Primo,1609 S Homan Ave,Chicago,IL,60623-2687,41.85868868,-87.71029317,FQHC
Crossing Healthcare at Macon County Health Department,1221 E Condit St,Decatur,IL,62521-1405,39.85308252,-88.93965911,FQHC
Temporary Site - Salem United Church of Christ,9717 S Kostner Ave,Oak Lawn,IL,60453-3547,41.71592811,-87.73090963,FQHC
Multicultural Community Center,1126 Country Club Ln,Rantoul,IL,61866-3564,40.30395491,-88.14065377,FQHC
Illini Family Medicine,2900 Frank Scott Pkwy W Ste 980,Belleville,IL,62223-5000,38.53749898,-90.03545901,FQHC
LCHC at Breakthrough Men's Shelter,402 N Saint Louis Ave,Chicago,IL,60624-1332,41.88846099,-87.71401599,FQHC
Crossing Healthcare Mobile Unit One,320 Central Ave,Decatur,IL,62521,39.84916468,-88.95380452,FQHC
ACCESS Brickyard Family Health Center,6020 W Diversey Ave Bldg West,Chicago,IL,60639-1108,41.93115774,-87.77683123,FQHC
Chestnut Family Health Center,50 Northgate Industrial Dr,Granite City,IL,62040-6805,38.74624391,-90.13367111,FQHC
PCC West Town Family Health Center,1044 N Mozart St Ste 100,Chicago,IL,60622-3644,41.90062879,-87.69811686,FQHC
Aunt Martha's Roseland Community Health Center,45 W 111th St,Chicago,IL,60628-4294,41.69229801,-87.62598103,FQHC
"Howard Brown Health 63rd Street, Oral Health Services",641 W 63rd St Bsmt,Chicago,IL,60621-2032,41.77978476,-87.64144187,FQHC
Windsor Health Center II,100 N 8th St Ste 120,East Saint Louis,IL,62201-2989,38.62273745,-90.15695008,FQHC
Erie Waukegan Health Center,2323 Grand Ave,Waukegan,IL,60085-3312,42.3696003,-87.86142534,FQHC
"PCC at Healthcare Alternative Systems, Inc.",4534 S Western Ave,Chicago,IL,60609-3027,41.81096623,-87.68452192,FQHC
Elements at Crossing Healthcare,420 E Central Ave,Decatur,IL,62521-1050,39.84916746,-88.95162059,FQHC
WEST BELLEVILLE HEALTH CENTER,7210 W Main St,Belleville,IL,62223-3038,38.55884647,-90.04531227,FQHC
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,1009 Main St,Mendota,IL,61342-1604,41.55151334,-89.11845304,FQHC
Erie Evanston/Skokie Health Center,1285 Hartrey Ave,Evanston,IL,60202-1056,42.040615,-87.70380247,FQHC
CHESI  WOW  Van,13245 Kessler Rd,Cairo,IL,62914-3101,37.04074374,-89.19697676,FQHC
LCHC at Franciscan Outreach,10 S Kedzie Ave,Chicago,IL,60612-2706,41.88044542,-87.70612216,FQHC
Mile Square Davis-Brighton Park Satellite,3825 S Washtenaw Ave,Chicago,IL,60632-1633,41.82390056,-87.69215682,FQHC
South Holland Community Health Center,52 W 162nd St,South Holland,IL,60473-2061,41.60093405,-87.61906336,FQHC
CHRISTIAN COMMUNITY HLTH CENTER,364 Torrence Ave,Calumet City,IL,60409-1902,41.62657999,-87.55923677,FQHC
Helping Hands of Springfield,1023 E Washington St,Springfield,IL,62703-1047,39.80163075,-89.6412514,FQHC
WHITESIDE CHD - ROCK FALLS,1300 W 2nd St,Rock Falls,IL,61071-1005,41.77871749,-89.7069102,FQHC
FFHC-Beethoven,25 W 47th St,Chicago,IL,60609-4627,41.80920117,-87.62670338,FQHC
AMC Mobile Unit,966 W 21st St,Chicago,IL,60608-4511,41.85390991,-87.65098626,FQHC
PCC Clinic at The Boulevard,3456 W Franklin Blvd,Chicago,IL,60624-1308,41.8902714,-87.71346748,FQHC
Heartland Health Center-Lincoln Square,2645 W Lawrence Ave,Chicago,IL,60625-2944,41.96852246,-87.69584503,FQHC
Johnston City Community Health Center,14410 Route 37,Johnston City,IL,62951-3166,37.80441035,-88.9325852,FQHC
"Mobile Student Health Clinic, Parking Lot B",1029 E 130th St,Chicago,IL,60628-6908,41.65907245,-87.60261574,FQHC
Erie Division Street Health Center,2418 W Division St,Chicago,IL,60622-2940,41.90302748,-87.68773503,FQHC
Christian Community Health Center - Lansing Site,2320 Thornton Lansing Rd,Lansing,IL,60438-2116,41.56813101,-87.56001998,FQHC
SALVATION ARMY ADULT REHAB. CTR,221 N 11th St,Springfield,IL,62703-1003,39.80349087,-89.64076516,FQHC
Heartland Health Center-Kilmer,6700 N Greenview Ave,Chicago,IL,60626-4208,42.00392108,-87.66814032,FQHC
Millstadt Medical Clinic,60 Regency Pl,Millstadt,IL,62260-2210,38.46187477,-90.08385763,FQHC
SIHF Healthcare - Alton,4 Memorial Dr STE 210,Alton,IL,62002-6704,38.89932667,-90.16229137,FQHC
Champaign-Urbana Public Health District WIC Clinic,520 E Wabash Ave,Rantoul,IL,61866-3018,40.3069149,-88.1512889,FQHC
Temporary Site - Mansueto High School,2911 W 47th St,Chicago,IL,60632-1949,41.80814915,-87.6970838,FQHC
Family Christian Health Center Lynwood,19767 Torrence Ave,Lynwood,IL,60411-7624,41.536289,-87.5585425,FQHC
IMAN-Oral Health Center,2744 W 63rd St Bldg 2,Chicago,IL,60629-2343,41.77920688,-87.69273585,FQHC
ACCESS Located at Holy Cross,2701 W 68th St # 3-south,Chicago,IL,60629-1813,41.769952,-87.6907955,FQHC
Libertyville Behavioral Health Home,18698 W Peterson Rd,Libertyville,IL,60048-1052,42.30722226,-87.99780644,FQHC
Pillars Community Health Medical Center,108 W Calendar Ave # 110,La Grange,IL,60525-2669,41.81461358,-87.87141237,FQHC
Crusader Community Health Auburn Campus-A School Based Health Center,1002 N Pierpont Ave,Rockford,IL,61101-5085,42.28750966,-89.13538552,FQHC
The Health Outreach Center,76 S Lasalle St,Aurora,IL,60505-3375,41.75489353,-88.31350175,FQHC
LCHC Eye Clinic,3851 W Ogden Ave,Chicago,IL,60623-2459,41.85198857,-87.72172457,FQHC
HEARTLAND HEALTH CENTER WILSON,845 W Wilson Ave,Chicago,IL,60640-8090,41.96544777,-87.65203466,FQHC
Erie Johnson School-Based Health Center,1504 S Albany Ave,Chicago,IL,60623-2209,41.86112853,-87.70303486,FQHC
AUNT MARTHA'S WOMEN'S HLTH CTR,233 W Joe Orr Rd Bldg S,Chicago Heights,IL,60411-1744,41.52059418,-87.65242769,FQHC
Heartland Community Health Clinic DBA: Heartland Health Services - Garden,1701 W Garden St,Peoria,IL,61605-3531,40.67591744,-89.61985801,FQHC
BETHALTO HEALTH CENTER,2 Terminal Dr Ste 8,East Alton,IL,62024-2294,38.88762628,-90.05778317,FQHC
COTTAGE VIEW HEALTH CENTER,4829 S Cottage Grove Ave,Chicago,IL,60615-1600,41.80674573,-87.60649252,FQHC
Crusader Community Health on Alpine,1215 N Alpine Rd,Rockford,IL,61107-2201,42.28151999,-89.02797202,FQHC
Chicago Family Health Center East Side,10536 S Ewing Ave,Chicago,IL,60617-6219,41.70349909,-87.53529462,FQHC
Heartland Community Health Clinic DBA: Heartland Health Services - Tazwood,3248 Vandever Ave Ste B,Pekin,IL,61554-6277,40.54767064,-89.59953341,FQHC
HEARTLAND ALLIANCE HEALTH - UPTOWN,1015 W Lawrence Ave,Chicago,IL,60640-5017,41.96902229,-87.65536539,FQHC
Swansea Health Center,3214 N Illinois St,Swansea,IL,62226-2330,38.55049311,-89.98426477,FQHC
Thome School,500 E 5th St Rm 1,Rock Falls,IL,61071-1804,41.77874251,-89.68351002,FQHC
Cumberland County Health Center,302 N Mill St,Greenup,IL,62428-1062,39.24870307,-88.1664371,FQHC
FFHC-Ashland,4802 S Ashland Ave,Chicago,IL,60609-4233,41.80656552,-87.66494137,FQHC
"CARVER MILITARY ACADEMY/TCA HLTH,INC",13100 S Doty Ave,Chicago,IL,60827-1597,41.65538109,-87.58942822,FQHC
Toulon Community Health Center,120 E Court St,Toulon,IL,61483-5388,41.0937135,-89.86521551,FQHC
Temporary Site-Howard Brown Health at TaskForce,9 N Cicero Ave,Chicago,IL,60644-3602,41.88087089,-87.7452509,FQHC
Erie West Town Health Center,1701 W Superior St,Chicago,IL,60622-5646,41.89509338,-87.6700628,FQHC
SIU Center for Family Medicine-Sangamon County Health Mobile Unit,2833 South Grand Ave E,Springfield,IL,62703-2175,39.78886,-89.612421,FQHC
SIU Center for Family Medicine-Quincy,612 N 11th St,Quincy,IL,62301-2662,39.93870894,-91.39835973,FQHC
Alivio Medical Center at Berwyn,6447 Cermak Rd,Berwyn,IL,60402-2311,41.85059252,-87.785607,FQHC
Chestnut Family Health Center,702 W Chestnut St,Bloomington,IL,61701-2814,40.48548236,-89.0004896,FQHC
ACCESS Ashland Official COVID-19 Site,5147 S Ashland Ave,Chicago,IL,60609-4900,41.79991004,-87.6646726,FQHC
Howard Brown Health Broadway Youth Center,4009 N Broadway St,Chicago,IL,60613-2110,41.954853,-87.65069255,FQHC
"Crossing Healthcare at Heritage Behavioral Health Center, Inc.",151 N Main St,Decatur,IL,62523-1206,39.84206046,-88.95591236,FQHC
PCC South Family Health Center,6201 Roosevelt Rd,Berwyn,IL,60402-1108,41.86532162,-87.77906531,FQHC
"Shawnee Health Care, OB/GYN",101 S Wall St,Carbondale,IL,62901-3021,37.72596962,-89.20872485,FQHC
ArchView Medical Center,2071 Goose Lake Rd,Sauget,IL,62206-2822,38.56307975,-90.1348289,FQHC
Jose Clemente Orozco Academy,1940 W 18th St,Chicago,IL,60608-1903,41.85771751,-87.67512052,FQHC
HHC Thresholds Harrison,3015 W Harrison St Ofc 2,Chicago,IL,60612-3342,41.87367309,-87.7017549,FQHC
ANNA MEDICAl CLINIC,513 N Main St,Anna,IL,62906-1668,37.46454274,-89.24506721,FQHC
Macoupin County Recovery Center,118 W Chestnut St,Gillespie,IL,62033-1503,39.12622328,-89.81690432,FQHC
ACCESS Blue Island Family Health Center,13000 Maple Ave,Blue Island,IL,60406-2318,41.65686901,-87.68523798,FQHC
Little Village Lawndale Community High School Campus,3120 S Kostner Ave,Chicago,IL,60623-4842,41.8351502,-87.73405745,FQHC
Kankakee Community Health Center,1777 E Court St,Kankakee,IL,60901-2670,41.11901713,-87.84196246,FQHC
Chicago Family Health Center- Pullman,570 E 115th St,Chicago,IL,60628-5740,41.68549249,-87.60863485,FQHC
VNA Health Center - Carol Stream,350 S Schmale Rd Ste 150,Carol Stream,IL,60188-2778,41.89433998,-88.10444596,FQHC
Carmi Community Health Center,1400 W Main St,Carmi,IL,62821-1387,38.07757645,-88.18067971,FQHC
Lewis School Health Center,801 S Lewis Ln Rm 153,Carbondale,IL,62901-3408,37.71919174,-89.19937361,FQHC
Pillars Community Health Dental Center,27 W Calendar Ave,La Grange,IL,60525-3141,41.81473868,-87.87110744,FQHC
Christopher Greater Area Rural Health Planning Corporation & Rea Clinic,4241 State Highway 14,Christopher,IL,62822-1037,37.97948272,-89.04721629,FQHC
Mile Square  Dr. Cynthia Barnes Boyd/Drake Health and Wellness Center,2710 S Dearborn St,Chicago,IL,60616-2684,41.84428811,-87.6280967,FQHC
ACCESS Melrose Park Family Health Center,8321 W North Ave,Melrose Park,IL,60160-1669,41.90568501,-87.83167201,FQHC
Heartland Health Center - Touhy,2200 W Touhy Ave,Chicago,IL,60645-3412,42.0122775,-87.686421,FQHC
PCC Parkside Family Health Center,115 N Parkside Ave Fl 1,Chicago,IL,60644-3040,41.8827408,-87.76654437,FQHC
UNIVERSITY OF ILLINOIS MILE SQUARE HEALTH CENTER - HUMBOLDT PARK,3240 W Division St,Chicago,IL,60651-2405,41.90282095,-87.70843339,FQHC
